skill,doc_freq,descriptor_id,descriptor_name,cosine,match_type,mapped
workload prioritization,71,123,Planning and Organizing,0.4859,unmapped,False
workperks,53,154,Staffing ,0.3798,unmapped,False
workplace safety,76,131,Public Safety and Security,0.4763,unmapped,False
workshops,52,30,Coordinating the Work and Activities of Others,0.4376,unmapped,False
wound care,308,8,Assisting and Caring for Others,0.4275,unmapped,False
writing,404,176,Writing,0.7028,lexical,True
writing skills,198,176,Writing,0.6562,lexical,True
written and oral communication,83,112,Oral Communication: Oral Expression,0.751,semantic,True
written and verbal communication,202,176,Writing,0.671,semantic,True
written and verbal communication skills,92,176,Writing,0.6217,semantic,True
written communication,1770,176,Writing,0.7344,semantic,True
written communication skills,322,176,Writing,0.6904,semantic,True
written skills,57,176,Writing,0.663,semantic,True
xml,127,127,Processing Information,0.1799,unmapped,False
xray,97,102,Near Vision,0.2565,unmapped,False
yardi,54,82,"Livestock, Farm animals and Wildlife",0.2093,unmapped,False
zoom,124,102,Near Vision,0.3952,unmapped,False
